sample_id,user_hash,timestamp,method,true_latitude,true_longitude,estimated_latitude,estimated_longitude,error_radius_m,signal_strength,num_base_stations,urban_density,weather_condition,time_of_day,day_of_week,actual_error_m
756,bfcaa198,2025-06-27T05:17:02.423905,gps,-5.942402403877991,106.92412333844474,-5.942361839888542,106.92412211159086,7.184899931512596,-60,2,high,rainy,5,4,4.512550261896525
757,9623e1fc,2025-06-16T17:33:02.423910,triangulation,-6.372471243810635,106.79945158807693,-6.36415934767143,106.80232792351354,1290.3065855229345,-55,6,low,clear,17,0,977.3720045791064
758,ceea7dcb,2025-06-24T18:34:02.423915,cell_id,-6.247384119587949,106.7905303459416,-6.264440392288426,106.78673093478439,3024.8658865093344,-51,6,medium,cloudy,18,1,1942.5106080332062
759,78aac03e,2025-06-21T08:47:02.423924,gps,-5.982688030916128,106.90174844769531,-5.982705903697235,106.90173109755409,8.328911529196354,-54,2,high,rainy,8,5,2.76245773595989
760,920521f2,2025-06-27T11:57:02.423932,triangulation,-6.2019706610939345,106.6329564057617,-6.196803830761907,106.63491941981573,1675.81740434874,-56,8,medium,clear,11,4,614.1405915319602
761,7f1c9f60,2025-06-16T13:43:02.423936,wifi,-6.150268380700732,106.77767167568135,-6.1501707437445585,106.77750056628551,22.316279264209616,-83,2,medium,clear,13,0,21.81103209179537
762,7bae24bb,2025-07-04T14:30:02.423941,wifi,-5.9505547978344415,106.97372922174088,-5.950483022134597,106.97361297206028,13.554170884898603,-59,4,medium,rainy,14,4,15.132522195172983
763,8876b74f,2025-06-26T14:37:02.423946,wifi,-6.078699378945944,106.73656645922897,-6.0786565054801365,106.73662843769328,10.205956074786513,-75,8,high,rainy,14,3,8.348058021820025
764,ba815e4e,2025-06-25T23:33:02.423951,gps,-6.020228249592071,106.73100797249585,-6.020231858865609,106.73098542921551,3.0071081700130606,-69,2,medium,clear,23,2,2.5249728258908757
765,8d0347e9,2025-06-30T03:15:02.423961,wifi,-6.387273065548426,106.98326707729841,-6.387223688308333,106.98325598536786,23.672945623510156,-34,4,medium,rainy,3,0,5.625650280046289
766,65a84377,2025-07-01T04:39:02.423967,gps,-6.076173266006229,106.8029155798953,-6.0762512986071355,106.80300234112899,11.407518865439714,-35,3,high,rainy,4,1,12.935108757818771
767,9c7c94ef,2025-06-18T23:57:02.423972,wifi,-6.216369635174037,106.8476025422974,-6.2169537886584045,106.8469783575318,95.07184179657514,-74,6,high,cloudy,23,2,94.76216903285513
768,9add9c4f,2025-07-02T19:02:02.423977,triangulation,-6.314440057887109,106.78294147739582,-6.32597566899699,106.79659539847634,1791.6746158682702,-59,2,medium,clear,19,2,1980.5205669086913
769,af38b6d9,2025-07-06T14:04:02.423981,cell_id,-6.194254094713844,106.65480414714403,-6.192801591718713,106.6576684806175,987.0857306504379,-43,2,high,rainy,14,6,355.45306812940754
770,31720930,2025-07-06T15:12:02.423987,gps,-6.129330515131649,106.96960121047533,-6.129257317950527,106.96964279408803,8.731415867434789,-44,5,low,clear,15,6,9.347857114238188
771,bd123275,2025-06-16T20:31:02.423998,wifi,-5.9940121660095915,106.96070551658157,-5.994797531106144,106.96048223524309,88.01539378097951,-58,8,low,cloudy,20,0,90.75230883586445
772,dde24bea,2025-07-05T22:42:02.424003,wifi,-6.246239387707016,106.6056101530413,-6.246646245161783,106.60526081688334,56.03597052382996,-41,8,high,rainy,22,5,59.478790092708344
773,427d101d,2025-06-16T07:27:02.424008,cell_id,-6.030174377791532,106.91566996484916,-6.017666870294653,106.91318239874211,3542.8655093019624,-72,7,medium,cloudy,7,0,1417.713858522812
774,19472b48,2025-06-19T11:29:02.424013,gps,-6.0023325275229364,106.62618810470248,-6.002252065403895,106.62612005147537,10.162639452052218,-83,7,medium,clear,11,3,11.691211372494065
775,692f7f2f,2025-06-17T15:36:02.424023,triangulation,-6.03164152721652,106.60974840986576,-6.0367097812692805,106.61357093018299,583.1661437953526,-63,5,low,clear,15,1,704.4652199793152
776,fca6d7ee,2025-07-10T03:06:02.424029,wifi,-6.058569801169624,106.68562695385192,-6.059425126493526,106.6847879957569,95.1853602967691,-58,5,low,cloudy,3,3,132.85770981009966
777,1abf39af,2025-07-03T20:15:02.424038,wifi,-5.998508110867689,106.85092427019053,-5.998627938278055,106.85118847894178,80.94740723820986,-89,8,high,clear,20,3,32.11253229355105
778,5025239d,2025-06-22T23:22:02.424045,triangulation,-5.965002278260941,106.77976985323212,-5.960406073032121,106.77818786601634,590.3426107364933,-37,3,medium,rainy,23,6,540.1919908629662
779,90645c5d,2025-06-16T22:42:02.424050,triangulation,-6.089823947709757,106.6563229670491,-6.088962348480596,106.6539313416056,286.1445406700889,-89,1,medium,clear,22,0,281.2563509927862
780,91dd3e1a,2025-06-27T02:22:02.424055,gps,-6.339446966681914,106.62882144368747,-6.339350135087413,106.62874771644688,14.108636974266144,-62,3,medium,cloudy,2,4,13.502650029744473
781,3db11ef0,2025-06-28T01:29:02.424060,cell_id,-6.154873694911222,106.70136162752041,-6.160544336114379,106.68882905704885,1573.7400854280304,-75,6,low,clear,1,5,1522.2513059372302
782,ff25daff,2025-07-06T23:17:02.424066,triangulation,-6.08523738568025,106.68453396539672,-6.085862816853845,106.68497121873087,108.85363079486285,-73,8,high,clear,23,6,84.69856141841318
783,2e311e3b,2025-06-20T14:24:02.424070,gps,-5.967231516890793,106.73281832972638,-5.967267055597216,106.73287595060683,8.850227942174033,-58,4,low,cloudy,14,4,7.498267472075943
784,d6461479,2025-07-13T14:55:02.424075,wifi,-5.9832761369347836,106.84568957743569,-5.983269316955593,106.84589420497576,42.12141751025906,-34,1,medium,clear,14,6,22.64229444314594
785,0a002b3f,2025-07-01T17:34:02.424086,cell_id,-6.024537453373116,106.92937190270872,-5.985727004492446,106.93037835328798,4912.294954251457,-85,8,high,rainy,17,1,4316.9599754245255
786,7cb24407,2025-07-09T06:47:02.424092,cell_id,-6.21931352152644,106.89795587687513,-6.212980726366032,106.91088179671553,2064.8352758772457,-83,1,medium,clear,6,2,1592.9416778779873
787,cd6b265e,2025-06-28T07:53:02.424096,wifi,-6.25017612154569,106.86527654170838,-6.249758973505037,106.86465521119224,72.41731062222848,-52,5,medium,cloudy,7,5,82.87481513149923
788,542f8d4d,2025-07-08T21:52:02.424101,wifi,-6.006255034578792,106.7925524904486,-6.0064002154151055,106.792602138689,33.70846828596163,-47,8,low,cloudy,21,1,17.051456078122076
789,af475451,2025-07-09T14:51:02.424106,gps,-6.143420353029097,106.8356015162926,-6.1433653025189106,106.83552528700618,10.888309587958876,-53,7,high,rainy,14,2,10.41612946609693
790,42fc03ff,2025-07-08T02:32:02.424111,wifi,-6.364489218437048,106.87070358257141,-6.364685399880274,106.87051339969324,27.68407209368089,-82,7,high,cloudy,2,1,30.291630210720157
791,2e218d21,2025-07-13T22:23:02.424115,triangulation,-6.283870816746664,106.72680373125385,-6.282142531085859,106.73503441499447,937.0446556004831,-70,3,low,clear,22,6,929.7901018170459
792,1b26598a,2025-06-14T17:21:02.424120,cell_id,-6.257500480983045,106.97699980066312,-6.231734645715562,106.9677698541732,4396.893530569455,-33,3,low,cloudy,17,5,3041.261975795533
793,9e8bba9a,2025-07-07T01:50:02.424125,cell_id,-6.202186203360814,106.74771389722332,-6.183212990164143,106.75145163601216,2246.0873036300754,-53,8,medium,clear,1,0,2149.806432348084
794,96f5a603,2025-07-03T21:55:02.424130,gps,-6.156450140555721,106.89162790931208,-6.156457399595842,106.89163229327731,3.863700640957831,-83,1,low,rainy,21,3,0.9414984877855996
795,2a4c786e,2025-06-20T22:20:02.424146,wifi,-6.280780940334855,106.79725306770962,-6.281174149359088,106.79694318079157,83.48208868362512,-62,1,high,rainy,22,4,55.54115102408759
796,8041ee19,2025-06-21T22:08:02.424153,cell_id,-5.927276636634856,106.71341457968795,-5.909436187276995,106.69824685753137,2967.304515353696,-90,8,medium,cloudy,22,5,2598.003366407092
797,bee2fbdd,2025-06-27T23:01:02.424164,wifi,-6.056058244818503,106.95081120839984,-6.055961106543311,106.95091415494606,44.84809172661622,-72,2,low,clear,23,4,15.692230614855106
798,6c9b2635,2025-06-19T13:15:02.424170,gps,-6.1087929147097215,106.71345432006643,-6.108757612770213,106.71339770695819,8.189166223745564,-51,5,high,clear,13,3,7.388378362408589
799,d8a64267,2025-07-11T03:30:02.424175,cell_id,-5.973061987622707,106.92585575277334,-5.981603842411159,106.93241698003578,2071.0471264269754,-32,1,low,rainy,3,4,1195.2609040640054
800,134df5c8,2025-07-10T19:46:02.424179,cell_id,-6.348503853755464,106.84042008225204,-6.364760366680584,106.85964952004922,2919.333880689296,-86,1,medium,clear,19,3,2789.891039606486
801,1f079a6c,2025-06-15T04:58:02.424184,gps,-6.128055017672847,106.78212365126552,-6.128136267826292,106.78206099625038,10.341283580233775,-86,8,medium,rainy,4,6,11.384591428072625
802,5f0104ec,2025-07-13T14:21:02.424189,triangulation,-6.253942057463269,106.9997257562203,-6.262241617620101,107.00539419125053,1000.3438289546898,-38,8,medium,rainy,14,6,1115.4577872105135
803,31f88c81,2025-07-08T13:41:02.424201,triangulation,-6.131801085613382,106.97524066176801,-6.131837205790732,106.97355877217838,664.7173270988608,-59,3,low,rainy,13,1,185.99099114073405
804,f413d240,2025-07-09T05:47:02.424206,gps,-6.268078116941802,106.82931909190697,-6.268136768231172,106.82926573360125,6.785402654816196,-75,8,medium,cloudy,5,2,8.792941285955164
805,22fff77b,2025-06-28T16:08:02.424216,cell_id,-6.010175584167899,106.93996032638863,-6.01417128273901,106.93319081679347,2896.5447767858586,-49,4,medium,cloudy,16,5,870.5159142945602
806,86f5debf,2025-06-23T18:42:02.424222,cell_id,-6.393407679829701,106.770775695885,-6.404727636807679,106.77835794065,1698.734597350131,-73,8,high,rainy,18,0,1512.0781967575415
807,f2ac2b7c,2025-07-04T19:28:02.424227,cell_id,-6.23001730102242,106.99922454279975,-6.2059002380407104,107.00342175338268,3500.8973799958253,-37,4,low,rainy,19,4,2721.534477424177
808,b067f8ea,2025-06-15T22:50:02.424232,triangulation,-6.164431844927418,106.97180570282461,-6.169170688385565,106.97147621822238,777.2003944448817,-89,1,high,cloudy,22,6,528.192810712213
809,233271a4,2025-06-21T02:02:02.424237,triangulation,-5.910976439396945,106.81273324742408,-5.91304779483524,106.81171005695853,556.6369993523136,-73,7,low,rainy,2,5,256.6249084991548
810,7d6a897a,2025-06-30T06:05:02.424242,triangulation,-6.074259697997668,106.60597756095567,-6.077526414393136,106.61237585062534,919.8880990514376,-62,2,high,cloudy,6,0,795.2645627177935
811,66da64e5,2025-07-08T04:40:02.424246,wifi,-6.353738564310323,106.71643631356014,-6.353349855868208,106.71587036351072,68.59780658254775,-39,1,medium,clear,4,1,76.02604723498078
812,283f0ef3,2025-07-12T14:52:02.424251,gps,-6.299634024128107,106.81423367758728,-6.299641017338982,106.81420950730997,8.38560862023771,-57,2,high,cloudy,14,5,2.7822592042043204
813,09acd22f,2025-07-06T00:38:02.424256,cell_id,-6.373522820772794,106.75875500822409,-6.3669536936322215,106.77784707874764,2838.7451592210614,-36,2,medium,clear,0,6,2232.7025353358413
814,28b4a57b,2025-07-08T06:58:02.424268,triangulation,-6.349830262736785,106.92842022931819,-6.353267737449874,106.91359116217873,1896.3299802978165,-37,7,high,rainy,6,1,1682.7807044866545
815,73276a2c,2025-07-12T19:32:02.424278,cell_id,-6.020435406486854,106.798445624882,-6.020349912977681,106.797439120878,369.99627906479463,-32,1,high,clear,19,5,111.70611390123062
816,11c33fbd,2025-07-02T09:38:02.424284,wifi,-6.384081951303855,106.92094755208579,-6.38432219534308,106.92133145583283,96.15302267770862,-58,1,low,cloudy,9,2,50.13362429238948
817,35623c83,2025-06-17T15:50:02.424288,gps,-5.976604699507417,106.69653756129051,-5.976622599812558,106.69653555909052,5.28251865921857,-44,2,medium,rainy,15,1,2.0027014070656266
818,c6322617,2025-07-02T18:44:02.424293,gps,-6.122426731389689,106.76580138528873,-6.1224566521951305,106.7657973521499,13.283874438196847,-84,1,high,clear,18,2,3.356790081189206
819,77913ddc,2025-07-01T19:50:02.424298,wifi,-6.287140966971875,106.97524818487894,-6.286914836904581,106.97595414405713,88.5177112195645,-37,6,low,clear,19,1,81.97837770817732
820,18de3753,2025-06-29T14:43:02.424303,triangulation,-5.972538834165868,106.67948054063403,-5.960092167310153,106.67622816392517,1511.4161584285534,-56,3,medium,rainy,14,6,1429.9822450990005
821,5ba3ed09,2025-07-13T07:50:02.424308,triangulation,-6.06367008683197,106.74365976575314,-6.0592532622053135,106.7413898186345,727.6542610897719,-74,2,low,rainy,7,6,551.5486456343498
822,24ae7205,2025-06-16T20:02:02.424313,gps,-6.3555352202785516,106.80855989324272,-6.3554311854060535,106.80857449138358,13.098314469341126,-35,3,high,clear,20,0,11.680099004686438
823,d7e8250d,2025-07-07T01:06:02.424318,cell_id,-6.21673557734809,106.73081442264946,-6.189814765403229,106.74858293988964,3226.1794044440526,-54,3,high,cloudy,1,0,3580.3452766373416
824,458e5128,2025-07-11T11:10:02.424323,gps,-6.206810679019798,106.61284392146008,-6.206789078339571,106.61291063294289,10.413665101139193,-34,6,low,clear,11,4,7.755787340877861
825,3fbef0e6,2025-07-05T20:26:02.424334,gps,-6.167721404174711,106.95607598312644,-6.167824504519815,106.95600956762507,12.299540979826016,-85,8,medium,clear,20,5,13.613902293009755
826,6f69fd92,2025-07-04T07:28:02.424340,triangulation,-6.031656117894766,106.8387890011798,-6.031621347210646,106.8386992895873,70.70015589288386,-77,1,low,cloudy,7,4,10.647056772239074
827,1d10568e,2025-06-21T08:07:02.424345,triangulation,-6.025407515244385,106.62442368274377,-6.016325764692504,106.62549263850424,1071.6878124825598,-87,7,medium,cloudy,8,5,1016.7393630592959
828,01d17da1,2025-06-25T04:14:02.424350,triangulation,-6.363906439086823,106.65903618419603,-6.360806819755854,106.65495258161424,1873.718818522539,-33,7,medium,rainy,4,2,567.8422139865701
829,40c475f4,2025-06-28T14:45:02.424355,gps,-5.956994454668157,106.6745909237306,-5.95702635605048,106.67452226641454,9.293204313745917,-79,5,medium,cloudy,14,5,8.380847838938333
830,fa3c7b22,2025-06-22T15:00:02.424360,gps,-6.326310590821235,106.77023005585967,-6.326323849073951,106.77020377533397,5.531936849698939,-40,2,medium,clear,15,6,3.2571976159955893
831,87f28c8a,2025-06-28T18:27:02.424365,cell_id,-6.221291078241639,106.60366055294811,-6.220209921089712,106.6057968827225,1716.140243835049,-83,6,medium,clear,18,5,264.9898384745611
832,a03ac8a2,2025-06-18T21:03:02.424376,triangulation,-5.926943919163117,106.94223327084751,-5.934749128074369,106.93976509462784,1105.046621329727,-90,2,low,rainy,21,2,909.8173751609363
833,76bad762,2025-07-02T10:14:02.424382,gps,-6.287944074759163,106.62443823829982,-6.287939712299534,106.62445817187258,3.277832906019696,-31,8,low,clear,10,2,2.255947205023407
834,8531d563,2025-06-14T10:23:02.424393,gps,-6.3076766095279115,106.90801310382928,-6.307750482196099,106.90798453184094,10.438475508390777,-52,5,medium,clear,10,5,8.800342865709137
835,416e4344,2025-06-30T08:42:02.424404,gps,-6.087676945781639,106.87710376879141,-6.087771073697274,106.87702781191288,11.286602932423495,-60,2,medium,clear,8,0,13.419446733016875
836,36e6266f,2025-06-27T07:19:02.424410,triangulation,-5.931133468768612,106.62185060606183,-5.931736602742748,106.62351849303911,293.63920233526744,-64,1,high,clear,7,4,196.2806465072494
837,e9827fb9,2025-07-13T12:45:02.424414,cell_id,-6.239458079991768,106.85752733159752,-6.222776946325308,106.86930403159786,4725.043858458422,-46,6,medium,clear,12,6,2266.0778532056947
838,5d3252ba,2025-06-14T04:03:02.424419,wifi,-6.069314832485746,106.76908368107125,-6.0687732338498845,106.76930212754063,65.637538606173,-54,6,medium,rainy,4,5,64.88626842601715
839,8c54a98e,2025-06-21T10:19:02.424424,gps,-6.345037639463275,106.67111480293863,-6.345075270662001,106.67111227661196,4.994231914551483,-65,2,high,clear,10,5,4.193702310157421
840,fb6a9e23,2025-07-11T03:01:02.424429,gps,-6.224320806785135,106.82627863496323,-6.2244170985505916,106.82637421395637,13.011676623405041,-72,5,high,clear,3,4,15.04219498515944
841,98601d87,2025-07-03T01:54:02.424433,gps,-6.25128177365857,106.66892816176058,-6.251337863433381,106.6688904963556,10.102258400246871,-86,3,low,clear,1,3,7.498796838074617
842,b2d7368e,2025-06-18T05:30:02.424438,triangulation,-6.334051905062282,106.87473088844958,-6.3360573083590515,106.87492324879663,1132.27878910601,-80,4,medium,cloudy,5,2,224.00174128597442
843,02beac63,2025-06-26T05:48:02.424443,wifi,-6.1020162899064445,106.78741733551703,-6.102663563331501,106.78778252083511,80.91901815102248,-53,2,high,cloudy,5,3,82.52552608596083
844,7a5fa011,2025-06-21T00:42:02.424448,gps,-6.060058870706178,106.93489605294376,-6.060074983753519,106.9348817257229,4.276561895584227,-79,6,high,clear,0,5,2.3916262678074465
845,a5c3c0c6,2025-07-01T19:01:02.424459,triangulation,-6.2124813051475,106.97813318313774,-6.227916020862372,106.98094536690817,1784.801698029349,-49,5,medium,clear,19,1,1744.187275539627
846,3ce7644a,2025-07-01T18:36:02.424465,triangulation,-5.9930713949814916,106.8787432504907,-5.989364220041517,106.88117582985657,568.2638606106658,-88,3,low,clear,18,1,492.23221849467166
847,56c82de2,2025-06-18T14:02:02.424477,wifi,-6.332364521076046,106.64225524235023,-6.332438458028982,106.6422328940008,17.0453259167475,-70,8,low,rainy,14,2,8.584396541372122
848,f961f772,2025-07-09T12:26:02.424483,wifi,-6.1390162725692665,106.76704181160491,-6.139120932411996,106.76746617970028,63.59805006172834,-47,4,low,cloudy,12,2,48.33877184911836
849,9ddf2685,2025-06-28T03:48:02.424488,cell_id,-6.0038204257937515,106.98383644074454,-6.026037741762329,107.02541998631983,4690.150406452941,-65,5,low,rainy,3,5,5220.022219478399
850,32d39738,2025-06-19T16:28:02.424497,triangulation,-6.111842566572486,106.66361445346033,-6.102845048515874,106.67008532991034,1094.8810502042543,-38,7,medium,cloudy,16,3,1229.966760275771
851,8dcd032b,2025-07-05T06:48:02.424504,gps,-5.909177453025547,106.86157999575177,-5.909151473128661,106.86161097150787,3.987571596826065,-44,1,low,clear,6,5,4.4814214607680745
852,85a77c99,2025-06-13T19:53:02.424509,cell_id,-6.242880223022652,106.89645041959363,-6.251595669949124,106.89805490170733,1678.0315780201863,-62,1,high,cloudy,19,4,985.2077168719113
853,c3471f33,2025-07-12T03:49:02.424514,wifi,-6.08555735826598,106.74362435381077,-6.085502978771573,106.74354302668745,12.130323378859135,-41,2,medium,rainy,3,5,10.836170213564618
854,baa670a6,2025-07-09T11:51:02.424519,cell_id,-6.11049684529076,106.85943573643696,-6.089689001094513,106.87965401517296,4760.836341858482,-72,1,medium,clear,11,2,3217.2231615215396
855,190ee757,2025-07-13T23:51:02.424529,cell_id,-6.241730243344515,106.84164931063916,-6.242507850771777,106.84912515939143,854.3079520922122,-46,4,high,cloudy,23,6,830.8594936489814
856,5d026788,2025-06-13T08:01:02.424535,cell_id,-6.231602895478148,106.8914304284064,-6.2248039590144835,106.88106879939458,2439.6350160470533,-77,3,high,cloudy,8,4,1372.3690618625674
857,d502c709,2025-06-13T17:41:02.424540,triangulation,-6.089343588161351,106.92985479731242,-6.088131807538047,106.92836769819844,242.22532606555316,-81,6,low,cloudy,17,4,212.58294426555528
858,d8b2b206,2025-06-18T04:42:02.424552,triangulation,-6.179183295653715,106.61074157144093,-6.187243615309551,106.6130187436673,1504.2656143507572,-89,3,low,rainy,4,2,930.9486627635507
859,b6859d89,2025-07-14T06:36:02.424558,wifi,-6.166096042727786,106.76943428452984,-6.166827058917559,106.7699370901542,98.4282177635348,-53,5,medium,rainy,6,0,98.47383261585304
860,aec00401,2025-07-14T00:22:02.424563,gps,-6.308656147192778,106.99111350170381,-6.308638886292126,106.99113689342785,4.381202030349944,-68,1,high,cloudy,0,0,3.2198651984689475
861,2346b3d3,2025-06-23T08:30:02.424568,triangulation,-6.312787578372476,106.6672177123839,-6.315098389436958,106.66840302389872,527.8013056878524,-81,2,low,cloudy,8,0,288.41782995334836
862,5b89d17a,2025-06-25T14:55:02.424578,cell_id,-6.170571229362506,106.88569530410793,-6.179999328933751,106.9048166615338,2579.1538001664244,-69,6,high,clear,14,2,2359.5462729425853
863,58cd5d84,2025-06-16T11:41:02.424584,gps,-6.250084772082453,106.93037578781998,-6.250062614816984,106.9303520144053,4.602396283389272,-63,8,medium,clear,11,0,3.6021339417456226
864,99f32369,2025-06-14T14:25:02.424589,gps,-5.967004411017778,106.97383838065082,-5.966953941552662,106.97393049191447,11.018419308594407,-66,6,high,rainy,14,5,11.630352817247948
865,a661a522,2025-07-12T20:19:02.424599,gps,-6.261088888703656,106.83952794157996,-6.261101394302626,106.8395074712591,5.674401380266841,-40,3,medium,rainy,20,5,2.6557670988549336
866,bf16846d,2025-06-25T00:38:02.424610,triangulation,-5.910419669551224,106.76523581069806,-5.91302498904528,106.7696809695257,546.2430754597162,-81,6,high,clear,0,2,570.6533483049435
867,e6e15859,2025-06-19T01:06:02.424615,wifi,-6.01059940292061,106.8463193731357,-6.010595951550207,106.84621170843248,14.949580824262364,-55,7,low,clear,1,3,11.912138175920674
868,b9dd8c83,2025-06-28T15:32:02.424623,cell_id,-6.049886236057593,106.65768862447725,-6.03975376714098,106.62919887400164,4323.143417374651,-50,7,low,cloudy,15,5,3345.7145212278087
869,69e4dc24,2025-06-30T21:58:02.424630,cell_id,-6.36445286801639,106.61094231210261,-6.346663822041839,106.60111502378048,4973.448924970926,-83,8,high,cloudy,21,0,2256.578532345552
870,5ebad79c,2025-06-27T01:17:02.424635,triangulation,-6.180948876026569,106.66988055556428,-6.1832464796107764,106.67598111502791,821.1424897300683,-87,3,medium,clear,1,4,721.1761225857814
871,9cbe2d17,2025-06-30T21:28:02.424640,wifi,-5.932307174344603,106.94536231736593,-5.932071047309426,106.94568036670981,56.83180062308867,-49,8,high,cloudy,21,0,43.89466319173861
872,0ee86830,2025-06-30T06:01:02.424644,cell_id,-6.288582014019075,106.81255240433597,-6.2814826665655,106.8000064021943,1675.1045813705564,-82,2,medium,clear,6,0,1595.6238972554531
873,e55bc2ab,2025-06-23T02:28:02.424649,gps,-6.045272473742565,106.67192309710579,-6.045355351611894,106.67192751470733,12.239808398963172,-37,3,medium,rainy,2,0,9.228535820672583
874,6cc4f0ce,2025-07-11T11:07:02.424653,wifi,-5.971896959448587,106.89282520689498,-5.971919591588555,106.89272851736015,14.129983724964449,-70,6,high,clear,11,4,10.985182624022276
875,38766083,2025-07-10T13:04:02.424663,triangulation,-6.124180233185861,106.65017400271012,-6.121444884485241,106.63607035430769,1791.259480806309,-30,3,high,clear,13,3,1588.6954605398334
876,a6130803,2025-07-10T06:38:02.424669,cell_id,-5.9556965734431495,106.66956318121869,-5.9492375036805845,106.67126835447442,831.7830185505821,-49,3,low,clear,6,3,742.5617548551891
877,e8aafade,2025-07-07T00:31:02.424674,gps,-6.141531047721065,106.69764203817503,-6.141489259027414,106.69765341672712,8.46853167497089,-71,4,high,clear,0,0,4.81396276642604
878,5888a935,2025-07-02T20:14:02.424679,triangulation,-5.950896177208229,106.6534133439931,-5.951676499092366,106.66690397523598,1755.5275227246323,-67,1,medium,clear,20,2,1494.5257493976883
879,110b258d,2025-06-15T05:28:02.424684,gps,-6.370134538604596,106.81649447996097,-6.370171615662771,106.816541884607,9.402131805269882,-46,3,medium,clear,5,6,6.66636099626139
880,b86cdfcc,2025-07-09T19:00:02.424688,wifi,-5.909329201162804,106.80024637667842,-5.908953496392613,106.80029706615264,51.507472992983466,-47,7,high,cloudy,19,2,42.15098337076465
881,95551db1,2025-06-21T00:30:02.424693,wifi,-5.900641942688598,106.78717060771766,-5.899950834167275,106.78762287743575,87.18389374515691,-69,8,high,clear,0,5,91.69485555907028
882,dbc4f837,2025-07-11T19:50:02.424698,gps,-6.331808233725583,106.95987191854167,-6.331915841421485,106.95990329099948,14.098917051173315,-71,8,low,cloudy,19,4,12.457641562225671
883,dba3c189,2025-06-15T04:58:02.424703,cell_id,-6.110720839855384,106.61585279228514,-6.107164675140599,106.61790423335833,2010.9457767312936,-83,5,high,cloudy,4,6,455.8592954867478
884,2c5cb17a,2025-06-26T04:08:02.424708,wifi,-6.084381969451711,106.93682535051536,-6.084023024291634,106.9372934366436,66.20260993969981,-34,1,medium,cloudy,4,3,65.35810972566838
885,ece273e4,2025-06-16T17:33:02.424718,triangulation,-6.081189547676424,106.74011131124328,-6.081540113404178,106.7396772585019,102.01320795972387,-38,2,high,rainy,17,0,61.82913868471485
886,b8edeed2,2025-06-23T04:13:02.424724,triangulation,-6.321414157293566,106.84529470379994,-6.326588753453033,106.85631440829584,1772.1885520462326,-64,6,high,cloudy,4,0,1346.9600747334628
887,537092e5,2025-06-23T21:09:02.424734,gps,-6.238878989388327,106.70692578281552,-6.238841688602738,106.7069545929193,7.0915878432545085,-62,2,low,cloudy,21,0,5.2291986153321
888,467a3e71,2025-07-07T22:25:02.424739,wifi,-6.384731259557222,106.70293757914784,-6.384531856370837,106.70367836713852,87.64328371125679,-30,1,low,rainy,22,0,84.8106415914353
889,a9269bdc,2025-06-29T06:35:02.424744,wifi,-6.274208753734796,106.73634569205849,-6.274176732932167,106.73645148598247,41.36115159384885,-75,5,high,rainy,6,6,12.22335720140328
890,9f23c834,2025-06-18T07:47:02.424749,triangulation,-6.238235613468162,106.71324035945597,-6.2360709186427234,106.70999459928835,390.6410477490893,-43,4,high,cloudy,7,2,432.0393441527518
891,2bf4cced,2025-06-28T19:10:02.424754,gps,-5.907364175544208,106.62414658114378,-5.907334389426542,106.6240933946222,11.319605684217226,-71,5,medium,rainy,19,5,6.7509649797263265
892,a3146e0c,2025-07-12T17:17:02.424759,cell_id,-6.318890809981169,106.99755936236919,-6.284854258698067,106.96310528799029,4673.112431235314,-68,3,high,rainy,17,5,5368.8466030874415
893,762a562d,2025-06-19T02:36:02.424764,triangulation,-6.01061278745418,106.74577505997141,-6.015570166510707,106.75128056880376,849.8990941917725,-58,4,high,cloudy,2,3,821.2903737550807
894,cda5bb63,2025-06-17T18:12:02.424768,cell_id,-6.017811369597152,106.75857962440321,-6.018221858885925,106.75353404742862,607.7613225203315,-60,3,medium,rainy,18,1,559.8145450610826
895,9f2380a2,2025-06-27T11:18:02.424778,cell_id,-5.9725957732203465,106.68791011751671,-5.9762214066171175,106.70415779292864,2813.339770165194,-44,1,high,cloudy,11,4,1841.517785519857
896,421bf96f,2025-06-27T08:47:02.424784,triangulation,-5.968521899494778,106.60520922915344,-5.977032929739635,106.61139454333548,1157.3470849052053,-49,3,medium,clear,8,4,1167.713522715866
897,6ac635c1,2025-06-19T07:20:02.424789,gps,-6.1507844801437805,106.70260474791358,-6.150768813011621,106.70262992539733,4.931502205634947,-43,2,low,rainy,7,3,3.283711416215197
898,6505a839,2025-07-13T00:20:02.424803,triangulation,-5.9897991176257035,106.76706731400523,-5.9876189954291785,106.77161212101464,788.6061682545138,-48,6,high,rainy,0,6,558.0098387547624
899,2ab60a75,2025-06-23T10:36:02.424808,wifi,-6.031993950150659,106.62499589693248,-6.031837106093212,106.62459997516156,74.50687751692581,-54,6,high,clear,10,0,47.12660584778216
900,61c52d1c,2025-07-03T16:59:02.424813,gps,-6.265822974687102,106.68320549048299,-6.265824463113049,106.6832068456232,3.889403612605955,-69,2,high,rainy,16,3,0.22322064651790882
901,cf1190eb,2025-06-16T17:21:02.424817,triangulation,-6.286293377271584,106.64804136791122,-6.294859906020687,106.64817298135553,1985.7499494079802,-47,2,medium,cloudy,17,0,952.665601488908
902,2b4a003d,2025-07-01T11:32:02.424822,wifi,-6.1117076904248675,106.83093716979586,-6.111661125435188,106.83098068418398,14.523719158985557,-45,7,high,cloudy,11,1,7.067954903074747
